FID,STRASSENNA,Shape_Leng,d_RADWEGAR,START_X,START_Y,END_X,END_Y
258,Triebstraße,214.8905307,Getrennter Rad- und Gehweg,688075.1246,5340208.123,688285.2685,5340177.414
259,Triebstraße,7.305510878,Übergang,688076.8795,5340211.12,688080.7316,5340217.327
260,Weihenstephaner Straße,55.56327519,Radfahr-/Schutzstreifen,695205.4067,5334213.115,695185.7533,5334161.144
261,Unterhachinger Straße,94.83254127,Getrennter Rad- und Gehweg (Zweirichtungsradweg),695432.1867,5329734.702,695415.8002,5329641.319
262,Neubiberger Straße,5.005920855,Übergang,696049.8768,5330174.013,696051.9114,5330169.439
263,Heinrich-Lübke-Straße,111.2456018,Getrennter Rad- und Gehweg,696293.0867,5331104.93,696303.2769,5330994.717
264,Carl-Wery-Straße,37.18694426,Getrennter Rad- und Gehweg,696984.8803,5329604.784,696981.7776,5329567.93
265,Hugo-Troendle-Straße,31.24649865,Radfahr-/Schutzstreifen,686753.5794,5338545.704,686733.514,5338555.077
266,Elektrastraße,37.60254369,Getrennter Rad- und Gehweg,694943.7422,5336688.033,694949.4522,5336651.967
267,Unterhachinger Straße,80.68851567,Getrennter Rad- und Gehweg,695480.3081,5330949.126,695493.764,5330869.813
268,Max-Born-Straße,10.53279912,Übergang,688080.7697,5340217.369,688086.2908,5340226.339
269,Weihenstephaner Straße,94.32841137,Radfahr-/Schutzstreifen,695250.2965,5334296.121,695211.8545,5334211.194
270,Lilienthalallee,4.115474196,Übergang,693364.9876,5340914.194,693366.6628,5340917.954
271,Lilienthalallee,4.103286226,Übergang,693366.6628,5340917.954,693368.1124,5340921.792
272,Lindberghstraße,4.744950674,Übergang,693387.2566,5340917.971,693383.7584,5340921.177
273,Schmuckerweg,6.959188029,Übergang,698821.4828,5333380.869,698824.9449,5333386.905
274,Schumacherring,7.11651515,Übergang,696608.5109,5330739.081,696615.6164,5330739.477
275,Friedrich-Panzer-Weg,8.677899199,Übergang,699339.0142,5329218.377,699338.681,5329227.049
276,Unterhachinger Straße,85.8762934,Getrennter Rad- und Gehweg,695482.7415,5331021.739,695495.1516,5330936.827
277,Georg-Brauchle-Ring,7.131817281,Übergang,688544.472,5339024.717,688537.3402,5339024.701
278,Hugo-Troendle-Straße,6.741876268,Übergang,686797.588,5338876.105,686798.9224,5338882.713
279,Hugo-Troendle-Straße,104.9216874,Getrennter Rad- und Gehweg,686798.9224,5338882.713,686819.2254,5338985.652
280,Hugo-Troendle-Straße,105.1397341,Getrennter Rad- und Gehweg,686806.7576,5338987.55,686833.3811,5339088.939
281,Mauerkircherstraße,65.72967334,Radweg,694456.394,5337685.995,694488.4865,5337743.354
282,Pelkovenstraße,83.95907554,Getrennter Rad- und Gehweg,687688.4464,5339618.167,687604.6168,5339613.507
283,Lindberghstraße,2.989680091,Getrennter Rad- und Gehweg,693389.6479,5340916.177,693387.2566,5340917.971
284,Sonnwendjochstraße,65.84887374,Getrennter Rad- und Gehweg,696742.2727,5332766.831,696719.9699,5332704.896
285,Baumkirchner Straße,64.5517933,Radfahr-/Schutzstreifen,695875.8063,5334447.325,695856.9947,5334385.791
286,Truderinger Straße,107.0804896,Getrennter Rad- und Gehweg,698343.0362,5333569.984,698436.4838,5333517.771
287,Joseph-Wild-Straße,156.9843039,Getrennter Rad- und Gehweg,699773.814,5334853.228,699930.6418,5334860.223
288,Elektrastraße,151.0000722,Getrennter Rad- und Gehweg,694969.2788,5336690.506,694971.469,5336540.656
289,Sankt-Veit-Straße,59.32213863,Getrennter Rad- und Gehweg,696587.8848,5333018.09,696572.3976,5332960.831
290,Baumkirchner Straße,107.9094607,Radfahr-/Schutzstreifen,695812.0416,5334152.439,695785.1446,5334048.105
291,Riesstraße,12.97199595,Übergang,688537.498,5338998.505,688537.5693,5339011.477
292,Riesstraße,13.22618435,Übergang,688537.5693,5339011.477,688537.3402,5339024.701
293,Riesstraße,12.49425699,Übergang,688547.8303,5338998.878,688548.3265,5339011.362
294,Pelkovenstraße,114.0637846,Getrennter Rad- und Gehweg,687959.848,5339619.203,687846.2395,5339615.077
295,Riemer Straße,83.03759968,Radfahr-/Schutzstreifen,698129.4622,5335361.04,698212.2849,5335358.741
296,Truderinger Straße,63.09192636,Radfahr-/Schutzstreifen,695957.263,5334447.573,695895.603,5334460.794
297,Pelkovenstraße,4.02162612,Übergang,687604.6168,5339613.507,687600.5964,5339613.408
298,Pelkovenstraße,4.96453237,Übergang,687600.5964,5339613.408,687595.6456,5339613.039
299,Pelkovenstraße,4.280824618,Übergang,687605.1755,5339600.786,687600.9033,5339600.515
300,Pelkovenstraße,4.515678831,Übergang,687600.9033,5339600.515,687596.3882,5339600.442
301,Pelkovenstraße,4.946496624,Übergang,687724.7207,5339607.293,687719.78,5339607.054
302,Pelkovenstraße,111.0606016,Getrennter Rad- und Gehweg,687834.2539,5339626.159,687723.3649,5339620.007
303,Pelkovenstraße,106.5452053,Getrennter Rad- und Gehweg,687835.2074,5339613.629,687728.8308,5339607.644
304,Lassallestraße,3.433160614,Übergang,688338.988,5341058.01,688339.5533,5341061.396
305,Lassallestraße,3.868329451,Übergang,688338.5575,5341054.166,688338.988,5341058.01
306,Lassallestraße,11.51134136,Übergang,688381.663,5341290.098,688383.5411,5341301.455
307,Lassallestraße,79.20536321,Getrennter Rad- und Gehweg,688332.6165,5340975.362,688338.5575,5341054.166
308,Lassallestraße,84.11758513,Getrennter Rad- und Gehweg,688341.7142,5340972.938,688351.5628,5341056.474
309,Lassallestraße,77.92235856,Getrennter Rad- und Gehweg,688339.5533,5341061.396,688359.5804,5341136.467
310,Menzinger Straße,11.02685108,Übergang,685050.3038,5337701.275,685042.3404,5337708.902
311,Menzinger Straße,9.961024891,Übergang,685042.3404,5337708.902,685035.336,5337715.984
312,Gröbenzeller Straße,10.18344731,Getrennter Rad- und Gehweg,686258.2946,5339484.694,686265.7163,5339491.592
313,Memminger Platz,2.373046365,Getrennter Rad- und Gehweg,686265.7163,5339491.592,686263.9031,5339493.123
314,Pelkovenstraße,4.457989522,Übergang,687963.9142,5339636.853,687959.6335,5339635.609
315,Pelkovenstraße,5.072802842,Übergang,687959.6335,5339635.609,687954.853,5339633.912
316,Pelkovenstraße,5.826436555,Übergang,687846.2395,5339615.077,687840.4572,5339614.361
317,Pelkovenstraße,4.124983881,Übergang,687728.8308,5339607.644,687724.7207,5339607.293
318,Feldmochinger Straße,5.293577065,Übergang,687416.4007,5339589.2,687415.6061,5339594.434
319,Pelkovenstraße,51.48370777,Getrennter Rad- und Gehweg,688006.8041,5339613.654,687959.848,5339619.203
320,Pelkovenstraße,4.306425091,Übergang,687842.8317,5339625.82,687838.5302,5339626.026
321,Lassallestraße,95.88163581,Getrennter Rad- und Gehweg,688329.7728,5340440.238,688331.9202,5340536.064
322,Baldurstraße,7.446956259,Übergang,687108.5594,5337998.673,687101.3168,5337996.941
323,Nederlinger Straße,6.991837631,Übergang,687170.5289,5337925.423,687166.213,5337930.923
324,Friedrich-Panzer-Weg,86.64007992,Getrennter Rad- und Gehweg,699338.681,5329227.049,699337.57,5329313.681
325,Mauerkircherstraße,8.81345243,Übergang,694351.3007,5337467.213,694354.8991,5337475.258
326,Oberföhringer Straße,86.86240295,Getrennter Rad- und Gehweg,694542.0946,5337233.877,694581.3444,5337310.595
327,Mauerkircherstraße,9.404264502,Übergang,694367.1792,5337472.519,694370.2707,5337481.401
328,Mauerkircherstraße,72.19700289,Radweg,694468.0586,5337683.893,694502.8691,5337747.142
329,Feldbergstraße,6.960469526,Übergang,698695.3871,5332841.213,698698.2512,5332847.557
330,Mauerkircherstraße,11.89601643,Übergang,694570.976,5337891.743,694576.6817,5337902.181
331,Effnerstraße,9.630135584,Übergang,694594.9481,5336824.011,694599.6037,5336832.441
332,Effnerstraße,356.6171049,Radweg,694603.8983,5336840.168,694783.7373,5337147.941
333,Feldbergstraße,56.74614284,Radweg (Zweirichtungsradweg),698725.8742,5332904.057,698750.2837,5332955.284
334,Von-Knoeringen-Straße,177.3283946,Getrennter Rad- und Gehweg,696751.2832,5330741.846,696924.0852,5330705.034
335,Unterhachinger Straße,154.556962,Getrennter Rad- und Gehweg (Zweirichtungsradweg),695445.9934,5329898.269,695434.2126,5329744.533
336,Gänselieselstraße,50.0910655,Getrennter Rad- und Gehweg,699349.4941,5328822.769,699352.4104,5328772.762
337,Lochhausener Straße,34.63841035,Gemeinsamer Geh- und Radweg (Zweirichtungsradweg),680043.3635,5338535.239,680077.7037,5338530.816
338,Richard-Strauss-Straße,77.67474856,Radweg,694548.715,5335532.328,694554.4578,5335609.779
339,Maria-Probst-Straße,8.52891469,Getrennter Rad- und Gehweg,693174.6796,5341011.568,693183.0553,5341010.511
340,Englschalkinger Straße,42.90531406,Getrennter Rad- und Gehweg,695037.989,5336698.5,695080.7522,5336701.989
341,Truderinger Straße,119.939597,Radfahr-/Schutzstreifen,695643.7781,5334765.171,695762.9059,5334777.618
342,Hugo-Troendle-Straße,113.7038966,Getrennter Rad- und Gehweg,686819.2254,5338985.652,686850.946,5339094.106
343,Freischützstraße,61.44037826,Getrennter Rad- und Gehweg,696605.9333,5338176.199,696587.0332,5338234.462
344,Baubergerstraße,71.613816,Getrennter Rad- und Gehweg,686494.0952,5339261.046,686448.5706,5339205.899
345,Robert-Heger-Straße,19.73435509,Getrennter Rad- und Gehweg,696371.6775,5337338.835,696391.1017,5337335.35
346,Heinrich-Wieland-Straße,18.2750575,Übergang,697282.0426,5331182.923,697263.7842,5331183.703
347,Halfinger Straße,6.913617305,Übergang,697704.9182,5333734.675,697711.749,5333735.742
348,Halfinger Straße,124.8731343,Getrennter Rad- und Gehweg,697405.8298,5333705.637,697530.4325,5333713.762
349,Helene-Wessel-Bogen,10.37383297,Übergang,692516.3487,5340964.891,692515.519,5340975.232
350,Maria-Probst-Straße,3.136333145,Getrennter Rad- und Gehweg,692943.0141,5340999.225,692946.0613,5340999.967
351,Maria-Probst-Straße,9.380331658,Getrennter Rad- und Gehweg,692943.2518,5340979.682,692952.3414,5340977.64
352,Maria-Probst-Straße,3.994630552,Getrennter Rad- und Gehweg,692969.9495,5340979.275,692973.9037,5340979.842
353,Maria-Probst-Straße,5.74794777,Getrennter Rad- und Gehweg,692484.7996,5340951.899,692490.4496,5340950.843
354,Maria-Probst-Straße,5.080449907,Getrennter Rad- und Gehweg,692511.4174,5340952.401,692516.3519,5340953.61
355,Helene-Wessel-Bogen,6.871896479,Übergang,692482.103,5340967.01,692481.269,5340973.831
356,Helene-Wessel-Bogen,3.860989904,Getrennter Rad- und Gehweg,692481.269,5340973.831,692482.3242,5340977.545
357,Maria-Probst-Straße,4.0185735,Getrennter Rad- und Gehweg,692482.3242,5340977.545,692486.3386,5340977.728
358,Maria-Probst-Straße,7.21896401,Getrennter Rad- und Gehweg,692508.3067,5340977.818,692515.5256,5340977.848
359,Pelkovenstraße,5.304507286,Übergang,687694.2963,5339605.582,687688.9975,5339605.336
360,Pelkovenstraße,5.767300104,Übergang,687688.9975,5339605.336,687683.2332,5339605.15
361,Pelkovenstraße,25.5262008,Getrennter Rad- und Gehweg,687719.78,5339607.054,687694.2963,5339605.582
362,Pelkovenstraße,34.96702006,Getrennter Rad- und Gehweg,687723.3649,5339620.007,687688.4464,5339618.167
363,Pelkovenstraße,78.18041918,Getrennter Rad- und Gehweg,687683.2332,5339605.15,687605.1755,5339600.786
364,Georg-Brauchle-Ring,4.795508476,Übergang,688268.9021,5338991.476,688264.1248,5338991.058
365,Georg-Brauchle-Ring,6.093542196,Übergang,688264.1248,5338991.058,688258.0608,5338990.459
366,Feldmochinger Straße,3.769992227,Übergang,687383.9467,5340228.373,687384.0454,5340232.141
367,Feldmochinger Straße,200.4689847,Getrennter Rad- und Gehweg,687397.8452,5340240.92,687426.2239,5340438.588
368,Riesstraße,5.793956628,Übergang,688540.7627,5339321.725,688543.5481,5339326.806
369,Riesstraße,8.156748152,Übergang,688539.2273,5339097.647,688539.7024,5339105.79
370,Riesstraße,7.70846104,Übergang,688539.7024,5339105.79,688540.137,5339113.486
371,Schwarzhauptstraße,2.842668107,Getrennter Rad- und Gehweg,692516.4368,5340956.452,692516.3519,5340953.61
372,Von-Kahr-Straße,21.05898987,Getrennter Rad- und Gehweg,682940.6753,5338867.251,682920.8046,5338860.405
373,Josephsburgstraße,4.567516048,Übergang,696147.129,5333609.886,696151.5692,5333608.815
374,Dachauer Straße,64.31128283,Getrennter Rad- und Gehweg,687428.7788,5338979.607,687373.4227,5339012.26
375,Josephsburgstraße,11.98342146,Übergang,696151.5692,5333608.815,696163.1126,5333605.597
376,Dachauer Straße,97.49713578,Getrennter Rad- und Gehweg,687360.0515,5339018.45,687279.1439,5339072.83
377,Dachauer Straße,12.35632519,Übergang,687263.2555,5339050.667,687270.5518,5339060.639
378,Josephsburgstraße,76.3777622,Getrennter Rad- und Gehweg,696425.8676,5333558.937,696500.8203,5333544.272
379,Dachauer Straße,10.16247931,Übergang,687270.5518,5339060.639,687276.4852,5339068.89
380,Josephsburgstraße,81.88495342,Getrennter Rad- und Gehweg,696576.41,5333522.842,696651.8279,5333491.072
381,Quiddestraße,130.3924279,Getrennter Rad- und Gehweg,696447.2022,5331811.453,696317.3017,5331802.995
382,Gustav-Heinemann-Ring,121.5315388,Getrennter Rad- und Gehweg,696247.2524,5329369.494,696212.3405,5329253.188
383,Sonnwendjochstraße,63.93273801,Getrennter Rad- und Gehweg,697034.4637,5333385.9,697005.2229,5333329.057
384,Sonnwendjochstraße,6.159547458,Übergang,697005.2229,5333329.057,696999.9921,5333325.804
385,Riesenfeldstraße,10.31352235,Übergang,690408.8492,5340368.542,690407.9336,5340378.815
386,Riesenfeldstraße,10.7813462,Übergang,690407.9664,5340378.79,690407.071,5340389.534
387,Helene-Wessel-Bogen,2.616408324,Getrennter Rad- und Gehweg,692515.5256,5340977.848,692515.519,5340975.232
388,Maria-Probst-Straße,10.45021691,Übergang,692486.3386,5340977.728,692496.7888,5340977.709
389,Maria-Probst-Straße,11.51841009,Übergang,692496.7888,5340977.709,692508.3067,5340977.818
390,Maria-Probst-Straße,9.807768604,Übergang,692490.4496,5340950.843,692500.2193,5340951.706
391,Maria-Probst-Straße,11.2456929,Übergang,692500.1993,5340951.614,692511.4174,5340952.401
392,Schwarzhauptstraße,8.439959826,Übergang,692516.4368,5340956.452,692516.3487,5340964.891
393,Maria-Probst-Straße,11.45722324,Übergang,692713.6592,5340986.475,692725.1037,5340987.015
394,Maria-Probst-Straße,10.86617577,Übergang,692725.1037,5340987.015,692735.9563,5340987.558
395,Maria-Probst-Straße,198.3384635,Getrennter Rad- und Gehweg,692515.5256,5340977.848,692713.6592,5340986.475
396,Situlistraße,200.1995894,Getrennter Rad- und Gehweg,694566.2359,5341638.012,694597.1076,5341443.82
397,Maria-Probst-Straße,8.021351674,Übergang,692952.3414,5340977.64,692960.3519,5340978.058
398,Maria-Probst-Straße,9.674501978,Übergang,692960.3519,5340978.058,692969.9495,5340979.275
399,Lotte-Branz-Straße,7.149643447,Übergang,692942.806,5340982.636,692942.5375,5340989.781
400,Margot-Kalinke-Straße,6.961368383,Übergang,692942.5375,5340989.781,692942.3806,5340996.741
401,Lotte-Branz-Straße,6.664081598,Übergang,692973.866,5340982.408,692973.2283,5340989.042
402,Riesstraße,17.63693493,Getrennter Rad- und Gehweg (Zweirichtungsradweg),688537.3402,5339024.701,688538.0991,5339042.322
403,Baubergerstraße,3.272451451,Übergang,686610.5974,5339379.847,686608.4265,5339377.398
404,Riesstraße,55.35898724,Getrennter Rad- und Gehweg,688538.0991,5339042.322,688539.2273,5339097.647
405,Riesstraße,217.7481319,Getrennter Rad- und Gehweg,688540.137,5339113.486,688540.7627,5339321.725
406,Pelkovenstraße,4.27834915,Übergang,687838.5302,5339626.026,687834.2539,5339626.159
407,Pelkovenstraße,5.300531918,Übergang,687840.4572,5339614.361,687835.2074,5339613.629
408,Pelkovenstraße,112.3142977,Getrennter Rad- und Gehweg,687954.853,5339633.912,687842.8317,5339625.82
409,Georg-Brauchle-Ring,125.7190576,Getrennter Rad- und Gehweg,688148.964,5339038.181,688027.334,5339028.05
410,Nederlinger Straße,1.549184564,Übergang,687115.5931,5337998.886,687115.4331,5338000.427
411,Dachauer Straße,15.63457496,Übergang,687515.1289,5338918.298,687502.3909,5338927.363
412,Baubergerstraße,6.835379678,Übergang,686448.5706,5339205.899,686445.5616,5339200.168
413,Baubergerstraße,3.880462944,Übergang,686498.9911,5339267.338,686496.5375,5339264.332
414,Baubergerstraße,4.09437904,Übergang,686496.5375,5339264.332,686494.0952,5339261.046
415,Baubergerstraße,3.221936725,Übergang,686612.6834,5339382.302,686610.5974,5339379.847
416,Baubergerstraße,101.0650241,Getrennter Rad- und Gehweg,686681.484,5339455.022,686612.6834,5339382.302
417,Sonnwendjochstraße,25.7295488,Getrennter Rad- und Gehweg,697078.0046,5333491.918,697069.2253,5333467.733
418,Sonnwendjochstraße,6.415150665,Übergang,697064.015,5333453.374,697061.7376,5333447.377
419,Otto-Hahn-Ring,13.21824659,Getrennter Rad- und Gehweg,697497.2766,5329911.88,697484.5212,5329915.281
420,Josephsburgstraße,66.45144989,Getrennter Rad- und Gehweg,696651.8279,5333491.072,696711.0927,5333461.045
421,Baubergerstraße,157.6549785,Getrennter Rad- und Gehweg,686598.7066,5339389.429,686498.9911,5339267.338
422,Josephsburgstraße,83.28298916,Getrennter Rad- und Gehweg,696298.4912,5333587.96,696381.1407,5333577.747
423,Josephsburgstraße,37.52085811,Getrennter Rad- und Gehweg,696381.1407,5333577.747,696418.1672,5333571.677
424,Fritz-Schäffer-Straße,85.68946411,Getrennter Rad- und Gehweg,697124.5337,5331194.192,697209.6306,5331186.347
425,Lerchenauer Straße,4.160853013,Übergang,688961.8434,5341712.505,688965.4798,5341714.527
426,Riesenfeldstraße,4.886039433,Übergang,690533.1105,5339641.576,690532.3208,5339646.398
427,Otto-Hahn-Ring,427.3154561,Getrennter Rad- und Gehweg,697011.5613,5329950.458,697438.1352,5329955.49
428,Josephsburgstraße,7.968380475,Übergang,696494.2709,5333556.985,696502.0806,5333555.403
429,Josephsburgstraße,65.08977514,Getrennter Rad- und Gehweg,696586.968,5333530.994,696646.9687,5333505.832
430,Pelkovenstraße,3.652608147,Übergang,687202.8091,5339591.645,687199.1923,5339592.155
431,Pelkovenstraße,20.30689185,Getrennter Rad- und Gehweg,687096.2249,5339561.826,687076.1947,5339558.485
432,Feldmochinger Straße,3.377150889,Getrennter Rad- und Gehweg,687415.1323,5339600.239,687414.9405,5339603.61
433,Pelkovenstraße,3.648204913,Getrennter Rad- und Gehweg,687414.9405,5339603.61,687411.3195,5339604.055
434,Pelkovenstraße,5.287606833,Übergang,687500.5102,5339594.692,687495.2226,5339594.684
435,Pelkovenstraße,5.251116615,Übergang,687495.2226,5339594.684,687489.9775,5339594.935
436,Frankfurter Ring,8.344128693,Übergang,692353.2088,5340439.304,692361.5474,5340439.608
437,Allacher Straße,7.465480604,Übergang,686492.0845,5338352.53,686485.7526,5338356.484
438,Allacher Straße,8.198565133,Übergang,686485.7883,5338356.42,686478.6483,5338360.449
439,Weyprechtstraße,3.498642025,Übergang,690806.8981,5342253.181,690810.2846,5342254.059
440,Carl-Orff-Bogen,307.3308523,Getrennter Rad- und Gehweg,693149.6395,5342194.292,693413.6639,5342059.333
441,Carl-Orff-Bogen,147.0693488,Getrennter Rad- und Gehweg,693413.6639,5342059.333,693557.5844,5342084.376
442,Carl-Orff-Bogen,8.287759859,Getrennter Rad- und Gehweg,693567.848,5342088.701,693575.4798,5342091.933
443,Carl-Orff-Bogen,6.092300153,Getrennter Rad- und Gehweg,693575.4798,5342091.933,693578.8427,5342086.986
444,Neuherbergstraße,4.467275288,Übergang,690737.031,5342754.584,690732.7785,5342753.216
445,Carl-Orff-Bogen,3.19557472,Übergang,693661.8073,5342123.741,693664.3384,5342125.691
446,Carl-Orff-Bogen,43.88744994,Getrennter Rad- und Gehweg,693664.3384,5342125.691,693696.5554,5342155.474
